,NAICS,Tax Type,Total Taxable,Units,Year,location_name,location_id,naicstyp
0,11,Sales,"$45,034",6,2018 Quarter 1,Arlington/span>,3101,2
1,21,Sales,D,D,2018 Quarter 1,Arlington/span>,3101,2
2,22,Sales,"$95,887",3,2018 Quarter 1,Arlington/span>,3101,2
3,23,Sales,"$15,215,051",792,2018 Quarter 1,Arlington/span>,3101,2
4,31,Sales,"$448,338",59,2018 Quarter 1,Arlington/span>,3101,2
5,32,Sales,"$1,040,664",118,2018 Quarter 1,Arlington/span>,3101,2
6,33,Sales,"$1,909,802",164,2018 Quarter 1,Arlington/span>,3101,2
7,42,Sales,"$9,029,740",940,2018 Quarter 1,Arlington/span>,3101,2
8,44,Sales,"$51,657,051",823,2018 Quarter 1,Arlington/span>,3101,2
9,45,Sales,"$18,359,612",886,2018 Quarter 1,Arlington/span>,3101,2
10,48,Sales,"$441,688",19,2018 Quarter 1,Arlington/span>,3101,2
11,49,Sales,"$22,677",5,2018 Quarter 1,Arlington/span>,3101,2
12,51,Sales,"$3,985,487",257,2018 Quarter 1,Arlington/span>,3101,2
13,52,Sales,"$688,817",66,2018 Quarter 1,Arlington/span>,3101,2
14,53,Sales,"$1,856,480",169,2018 Quarter 1,Arlington/span>,3101,2
15,54,Sales,"$1,579,083",284,2018 Quarter 1,Arlington/span>,3101,2
16,55,Sales,D,D,2018 Quarter 1,Arlington/span>,3101,2
17,56,Sales,"$2,649,528",382,2018 Quarter 1,Arlington/span>,3101,2
18,61,Sales,"$242,220",50,2018 Quarter 1,Arlington/span>,3101,2
19,62,Sales,"$184,408",36,2018 Quarter 1,Arlington/span>,3101,2
20,71,Sales,"$449,414",30,2018 Quarter 1,Arlington/span>,3101,2
21,72,Sales,"$13,714,450",95,2018 Quarter 1,Arlington/span>,3101,2
22,81,Sales,"$3,785,153",240,2018 Quarter 1,Arlington/span>,3101,2
23,92,Sales,"$24,394",7,2018 Quarter 1,Arlington/span>,3101,2
24,11,Sales,"$74,190",18,2017 Quarter 4,Arlington/span>,3101,2
25,21,Sales,D,D,2017 Quarter 4,Arlington/span>,3101,2
26,22,Sales,D,D,2017 Quarter 4,Arlington/span>,3101,2
27,23,Sales,"$16,858,845",901,2017 Quarter 4,Arlington/span>,3101,2
28,31,Sales,"$455,510",87,2017 Quarter 4,Arlington/span>,3101,2
29,32,Sales,"$1,437,412",148,2017 Quarter 4,Arlington/span>,3101,2
30,33,Sales,"$2,039,589",195,2017 Quarter 4,Arlington/span>,3101,2
31,42,Sales,"$8,698,542","1,020",2017 Quarter 4,Arlington/span>,3101,2
32,44,Sales,"$54,555,947","1,164",2017 Quarter 4,Arlington/span>,3101,2
33,45,Sales,"$21,121,786","1,561",2017 Quarter 4,Arlington/span>,3101,2
34,48,Sales,"$508,407",26,2017 Quarter 4,Arlington/span>,3101,2
35,49,Sales,"$42,309",7,2017 Quarter 4,Arlington/span>,3101,2
36,51,Sales,"$4,081,907",289,2017 Quarter 4,Arlington/span>,3101,2
37,52,Sales,"$578,050",69,2017 Quarter 4,Arlington/span>,3101,2
38,53,Sales,"$1,672,548",186,2017 Quarter 4,Arlington/span>,3101,2
39,54,Sales,"$1,781,543",369,2017 Quarter 4,Arlington/span>,3101,2
40,55,Sales,D,D,2017 Quarter 4,Arlington/span>,3101,2
41,56,Sales,"$1,811,209",436,2017 Quarter 4,Arlington/span>,3101,2
42,61,Sales,"$227,449",62,2017 Quarter 4,Arlington/span>,3101,2
43,62,Sales,"$191,086",39,2017 Quarter 4,Arlington/span>,3101,2
44,71,Sales,"$427,129",43,2017 Quarter 4,Arlington/span>,3101,2
45,72,Sales,"$14,270,295",106,2017 Quarter 4,Arlington/span>,3101,2
46,81,Sales,"$3,820,137",317,2017 Quarter 4,Arlington/span>,3101,2
47,92,Sales,"$22,546",5,2017 Quarter 4,Arlington/span>,3101,2
48,11,Sales,"$65,653",17,2016 Quarter 4,Arlington/span>,3101,2
49,21,Sales,D,D,2016 Quarter 4,Arlington/span>,3101,2
50,22,Sales,"$21,158",4,2016 Quarter 4,Arlington/span>,3101,2
51,23,Sales,"$19,273,741",928,2016 Quarter 4,Arlington/span>,3101,2
52,31,Sales,"$326,554",75,2016 Quarter 4,Arlington/span>,3101,2
53,32,Sales,"$453,304",130,2016 Quarter 4,Arlington/span>,3101,2
54,33,Sales,"$1,182,486",186,2016 Quarter 4,Arlington/span>,3101,2
55,42,Sales,"$7,375,685",988,2016 Quarter 4,Arlington/span>,3101,2
56,44,Sales,"$47,949,036",975,2016 Quarter 4,Arlington/span>,3101,2
57,45,Sales,"$20,245,079","1,376",2016 Quarter 4,Arlington/span>,3101,2
58,48,Sales,"$411,998",25,2016 Quarter 4,Arlington/span>,3101,2
59,49,Sales,"$25,442",5,2016 Quarter 4,Arlington/span>,3101,2
60,51,Sales,"$4,227,334",252,2016 Quarter 4,Arlington/span>,3101,2
61,52,Sales,"$580,524",65,2016 Quarter 4,Arlington/span>,3101,2
62,53,Sales,"$1,832,492",178,2016 Quarter 4,Arlington/span>,3101,2
63,54,Sales,"$1,653,382",334,2016 Quarter 4,Arlington/span>,3101,2
64,55,Sales,D,D,2016 Quarter 4,Arlington/span>,3101,2
65,56,Sales,"$1,658,032",431,2016 Quarter 4,Arlington/span>,3101,2
66,61,Sales,"$197,767",53,2016 Quarter 4,Arlington/span>,3101,2
67,62,Sales,"$352,504",47,2016 Quarter 4,Arlington/span>,3101,2
68,71,Sales,"$548,599",53,2016 Quarter 4,Arlington/span>,3101,2
69,72,Sales,"$13,461,950",101,2016 Quarter 4,Arlington/span>,3101,2
70,81,Sales,"$3,529,334",300,2016 Quarter 4,Arlington/span>,3101,2
71,92,Sales,"$40,827",5,2016 Quarter 4,Arlington/span>,3101,2
72,11,Sales,"$145,890",11,2016 Quarter 3,Arlington/span>,3101,2
73,21,Sales,D,D,2016 Quarter 3,Arlington/span>,3101,2
74,22,Sales,"$45,797",3,2016 Quarter 3,Arlington/span>,3101,2
75,23,Sales,"$18,788,964",884,2016 Quarter 3,Arlington/span>,3101,2
76,31,Sales,"$389,414",54,2016 Quarter 3,Arlington/span>,3101,2
77,32,Sales,"$531,626",100,2016 Quarter 3,Arlington/span>,3101,2
78,33,Sales,"$799,743",140,2016 Quarter 3,Arlington/span>,3101,2
79,42,Sales,"$8,643,027",898,2016 Quarter 3,Arlington/span>,3101,2
80,44,Sales,"$49,539,101",785,2016 Quarter 3,Arlington/span>,3101,2
81,45,Sales,"$16,806,628",955,2016 Quarter 3,Arlington/span>,3101,2
82,48,Sales,"$412,134",18,2016 Quarter 3,Arlington/span>,3101,2
83,49,Sales,"$17,040",4,2016 Quarter 3,Arlington/span>,3101,2
84,51,Sales,"$3,822,624",236,2016 Quarter 3,Arlington/span>,3101,2
85,52,Sales,"$477,974",62,2016 Quarter 3,Arlington/span>,3101,2
86,53,Sales,"$2,015,704",171,2016 Quarter 3,Arlington/span>,3101,2
87,54,Sales,"$1,631,596",262,2016 Quarter 3,Arlington/span>,3101,2
88,55,Sales,D,D,2016 Quarter 3,Arlington/span>,3101,2
89,56,Sales,"$1,615,099",386,2016 Quarter 3,Arlington/span>,3101,2
90,61,Sales,"$311,119",45,2016 Quarter 3,Arlington/span>,3101,2
91,62,Sales,"$99,913",35,2016 Quarter 3,Arlington/span>,3101,2
92,71,Sales,"$592,177",24,2016 Quarter 3,Arlington/span>,3101,2
