,NAICS,Tax Type,Total Taxable,Units,Year,location_name,location_id,naicstyp
0,11,Sales,"$77,009",8,2018 Quarter 1,Unincorporated Clallam County/span>,0500,2
1,21,Sales,"$175,140",3,2018 Quarter 1,Unincorporated Clallam County/span>,0500,2
2,22,Sales,"$10,356",4,2018 Quarter 1,Unincorporated Clallam County/span>,0500,2
3,23,Sales,"$23,433,110",489,2018 Quarter 1,Unincorporated Clallam County/span>,0500,2
4,31,Sales,"$180,382",68,2018 Quarter 1,Unincorporated Clallam County/span>,0500,2
5,32,Sales,"$661,945",62,2018 Quarter 1,Unincorporated Clallam County/span>,0500,2
6,33,Sales,"$549,084",84,2018 Quarter 1,Unincorporated Clallam County/span>,0500,2
7,42,Sales,"$3,483,903",592,2018 Quarter 1,Unincorporated Clallam County/span>,0500,2
8,44,Sales,"$32,967,575",650,2018 Quarter 1,Unincorporated Clallam County/span>,0500,2
9,45,Sales,"$17,538,204",738,2018 Quarter 1,Unincorporated Clallam County/span>,0500,2
10,48,Sales,"$215,087",11,2018 Quarter 1,Unincorporated Clallam County/span>,0500,2
11,49,Sales,"$9,742",5,2018 Quarter 1,Unincorporated Clallam County/span>,0500,2
12,51,Sales,"$5,773,922",200,2018 Quarter 1,Unincorporated Clallam County/span>,0500,2
13,52,Sales,"$199,585",32,2018 Quarter 1,Unincorporated Clallam County/span>,0500,2
14,53,Sales,"$672,865",81,2018 Quarter 1,Unincorporated Clallam County/span>,0500,2
15,54,Sales,"$1,310,816",160,2018 Quarter 1,Unincorporated Clallam County/span>,0500,2
16,55,Sales,D,D,2018 Quarter 1,Unincorporated Clallam County/span>,0500,2
17,56,Sales,"$5,332,438",175,2018 Quarter 1,Unincorporated Clallam County/span>,0500,2
18,61,Sales,"$135,343",34,2018 Quarter 1,Unincorporated Clallam County/span>,0500,2
19,62,Sales,"$8,277",9,2018 Quarter 1,Unincorporated Clallam County/span>,0500,2
20,71,Sales,"$576,805",20,2018 Quarter 1,Unincorporated Clallam County/span>,0500,2
21,72,Sales,"$2,925,889",92,2018 Quarter 1,Unincorporated Clallam County/span>,0500,2
22,81,Sales,"$3,684,652",152,2018 Quarter 1,Unincorporated Clallam County/span>,0500,2
23,92,Sales,"$150,372",5,2018 Quarter 1,Unincorporated Clallam County/span>,0500,2
24,11,Sales,"$229,283",23,2017 Quarter 4,Unincorporated Clallam County/span>,0500,2
25,21,Sales,"$134,187",3,2017 Quarter 4,Unincorporated Clallam County/span>,0500,2
26,22,Sales,"$11,737",5,2017 Quarter 4,Unincorporated Clallam County/span>,0500,2
27,23,Sales,"$23,903,798",524,2017 Quarter 4,Unincorporated Clallam County/span>,0500,2
28,31,Sales,"$231,986",107,2017 Quarter 4,Unincorporated Clallam County/span>,0500,2
29,32,Sales,"$598,831",82,2017 Quarter 4,Unincorporated Clallam County/span>,0500,2
30,33,Sales,"$1,197,002",109,2017 Quarter 4,Unincorporated Clallam County/span>,0500,2
31,42,Sales,"$4,531,186",647,2017 Quarter 4,Unincorporated Clallam County/span>,0500,2
32,44,Sales,"$36,089,972",969,2017 Quarter 4,Unincorporated Clallam County/span>,0500,2
33,45,Sales,"$20,472,575","1,399",2017 Quarter 4,Unincorporated Clallam County/span>,0500,2
34,48,Sales,"$292,336",20,2017 Quarter 4,Unincorporated Clallam County/span>,0500,2
35,49,Sales,"$19,149",4,2017 Quarter 4,Unincorporated Clallam County/span>,0500,2
36,51,Sales,"$6,282,860",209,2017 Quarter 4,Unincorporated Clallam County/span>,0500,2
37,52,Sales,"$295,686",40,2017 Quarter 4,Unincorporated Clallam County/span>,0500,2
38,53,Sales,"$1,621,938",113,2017 Quarter 4,Unincorporated Clallam County/span>,0500,2
39,54,Sales,"$1,308,950",208,2017 Quarter 4,Unincorporated Clallam County/span>,0500,2
40,55,Sales,D,D,2017 Quarter 4,Unincorporated Clallam County/span>,0500,2
41,56,Sales,"$3,357,356",222,2017 Quarter 4,Unincorporated Clallam County/span>,0500,2
42,61,Sales,"$72,884",50,2017 Quarter 4,Unincorporated Clallam County/span>,0500,2
43,62,Sales,"$14,574",14,2017 Quarter 4,Unincorporated Clallam County/span>,0500,2
44,71,Sales,"$375,228",44,2017 Quarter 4,Unincorporated Clallam County/span>,0500,2
45,72,Sales,"$4,576,645",131,2017 Quarter 4,Unincorporated Clallam County/span>,0500,2
46,81,Sales,"$3,522,447",186,2017 Quarter 4,Unincorporated Clallam County/span>,0500,2
47,92,Sales,"$165,506",5,2017 Quarter 4,Unincorporated Clallam County/span>,0500,2
48,11,Sales,"$208,347",26,2016 Quarter 4,Unincorporated Clallam County/span>,0500,2
49,21,Sales,"$151,313",6,2016 Quarter 4,Unincorporated Clallam County/span>,0500,2
50,22,Sales,"$12,285",3,2016 Quarter 4,Unincorporated Clallam County/span>,0500,2
51,23,Sales,"$25,293,402",519,2016 Quarter 4,Unincorporated Clallam County/span>,0500,2
52,31,Sales,"$158,752",103,2016 Quarter 4,Unincorporated Clallam County/span>,0500,2
53,32,Sales,"$473,830",75,2016 Quarter 4,Unincorporated Clallam County/span>,0500,2
54,33,Sales,"$638,374",101,2016 Quarter 4,Unincorporated Clallam County/span>,0500,2
55,42,Sales,"$3,415,542",592,2016 Quarter 4,Unincorporated Clallam County/span>,0500,2
56,44,Sales,"$33,406,657",659,2016 Quarter 4,Unincorporated Clallam County/span>,0500,2
57,45,Sales,"$19,746,950",919,2016 Quarter 4,Unincorporated Clallam County/span>,0500,2
58,48,Sales,"$277,769",22,2016 Quarter 4,Unincorporated Clallam County/span>,0500,2
59,49,Sales,D,D,2016 Quarter 4,Unincorporated Clallam County/span>,0500,2
60,51,Sales,"$5,698,653",186,2016 Quarter 4,Unincorporated Clallam County/span>,0500,2
61,52,Sales,"$250,351",42,2016 Quarter 4,Unincorporated Clallam County/span>,0500,2
62,53,Sales,"$1,107,702",101,2016 Quarter 4,Unincorporated Clallam County/span>,0500,2
63,54,Sales,"$1,059,645",203,2016 Quarter 4,Unincorporated Clallam County/span>,0500,2
64,55,Sales,D,D,2016 Quarter 4,Unincorporated Clallam County/span>,0500,2
65,56,Sales,"$2,874,558",204,2016 Quarter 4,Unincorporated Clallam County/span>,0500,2
66,61,Sales,"$104,515",42,2016 Quarter 4,Unincorporated Clallam County/span>,0500,2
67,62,Sales,"$10,725",13,2016 Quarter 4,Unincorporated Clallam County/span>,0500,2
68,71,Sales,"$374,284",44,2016 Quarter 4,Unincorporated Clallam County/span>,0500,2
69,72,Sales,"$4,320,221",122,2016 Quarter 4,Unincorporated Clallam County/span>,0500,2
70,81,Sales,"$3,512,804",181,2016 Quarter 4,Unincorporated Clallam County/span>,0500,2
71,92,Sales,"$139,692",5,2016 Quarter 4,Unincorporated Clallam County/span>,0500,2
72,11,Sales,"$436,053",12,2016 Quarter 3,Unincorporated Clallam County/span>,0500,2
73,21,Sales,"$105,166",3,2016 Quarter 3,Unincorporated Clallam County/span>,0500,2
74,22,Sales,"$23,082",4,2016 Quarter 3,Unincorporated Clallam County/span>,0500,2
75,23,Sales,"$28,532,291",489,2016 Quarter 3,Unincorporated Clallam County/span>,0500,2
76,31,Sales,"$182,857",56,2016 Quarter 3,Unincorporated Clallam County/span>,0500,2
77,32,Sales,"$411,280",61,2016 Quarter 3,Unincorporated Clallam County/span>,0500,2
78,33,Sales,"$1,113,139",91,2016 Quarter 3,Unincorporated Clallam County/span>,0500,2
79,42,Sales,"$3,645,142",512,2016 Quarter 3,Unincorporated Clallam County/span>,0500,2
80,44,Sales,"$36,055,041",541,2016 Quarter 3,Unincorporated Clallam County/span>,0500,2
81,45,Sales,"$17,135,758",690,2016 Quarter 3,Unincorporated Clallam County/span>,0500,2
82,48,Sales,"$374,525",24,2016 Quarter 3,Unincorporated Clallam County/span>,0500,2
83,49,Sales,D,D,2016 Quarter 3,Unincorporated Clallam County/span>,0500,2
84,51,Sales,"$5,782,117",185,2016 Quarter 3,Unincorporated Clallam County/span>,0500,2
85,52,Sales,"$217,310",38,2016 Quarter 3,Unincorporated Clallam County/span>,0500,2
86,53,Sales,"$1,157,080",91,2016 Quarter 3,Unincorporated Clallam County/span>,0500,2
87,54,Sales,"$917,951",152,2016 Quarter 3,Unincorporated Clallam County/span>,0500,2
88,55,Sales,D,D,2016 Quarter 3,Unincorporated Clallam County/span>,0500,2
89,56,Sales,"$2,971,499",166,2016 Quarter 3,Unincorporated Clallam County/span>,0500,2
90,61,Sales,"$85,986",37,2016 Quarter 3,Unincorporated Clallam County/span>,0500,2
91,62,Sales,"$11,585",13,2016 Quarter 3,Unincorporated Clallam County/span>,0500,2
92,71,Sales,"$607,592",21,2016 Quarter 3,Unincorporated Clallam County/span>,0500,2
93,72,Sales,"$12,520,394",101,2016 Quarter 3,Unincorporated Clallam County/span>,0500,2
94,81,Sales,"$3,658,595",140,2016 Quarter 3,Unincorporated Clallam County/span>,0500,2
95,92,Sales,"$149,228",4,2016 Quarter 3,Unincorporated Clallam County/span>,0500,2
96,11,Sales,"$165,992",14,2016 Quarter 2,Unincorporated Clallam County/span>,0500,2
97,21,Sales,"$204,984",3,2016 Quarter 2,Unincorporated Clallam County/span>,0500,2
98,22,Sales,"$19,103",5,2016 Quarter 2,Unincorporated Clallam County/span>,0500,2
99,23,Sales,"$20,361,901",493,2016 Quarter 2,Unincorporated Clallam County/span>,0500,2
100,31,Sales,"$176,954",72,2016 Quarter 2,Unincorporated Clallam County/span>,0500,2
101,32,Sales,"$499,292",62,2016 Quarter 2,Unincorporated Clallam County/span>,0500,2
102,33,Sales,"$1,694,610",85,2016 Quarter 2,Unincorporated Clallam County/span>,0500,2
103,42,Sales,"$3,880,441",541,2016 Quarter 2,Unincorporated Clallam County/span>,0500,2
104,44,Sales,"$32,821,213",530,2016 Quarter 2,Unincorporated Clallam County/span>,0500,2
105,45,Sales,"$15,474,216",676,2016 Quarter 2,Unincorporated Clallam County/span>,0500,2
106,48,Sales,"$360,274",23,2016 Quarter 2,Unincorporated Clallam County/span>,0500,2
107,49,Sales,D,D,2016 Quarter 2,Unincorporated Clallam County/span>,0500,2
108,51,Sales,"$6,026,828",188,2016 Quarter 2,Unincorporated Clallam County/span>,0500,2
109,52,Sales,"$184,025",31,2016 Quarter 2,Unincorporated Clallam County/span>,0500,2
110,53,Sales,"$822,034",86,2016 Quarter 2,Unincorporated Clallam County/span>,0500,2
111,54,Sales,"$898,380",153,2016 Quarter 2,Unincorporated Clallam County/span>,0500,2
112,56,Sales,"$2,230,174",157,2016 Quarter 2,Unincorporated Clallam County/span>,0500,2
113,61,Sales,"$36,870",35,2016 Quarter 2,Unincorporated Clallam County/span>,0500,2
114,62,Sales,"$10,121",11,2016 Quarter 2,Unincorporated Clallam County/span>,0500,2
115,71,Sales,"$402,793",27,2016 Quarter 2,Unincorporated Clallam County/span>,0500,2
116,72,Sales,"$6,391,832",95,2016 Quarter 2,Unincorporated Clallam County/span>,0500,2
117,81,Sales,"$3,618,492",137,2016 Quarter 2,Unincorporated Clallam County/span>,0500,2
118,92,Sales,"$205,229",4,2016 Quarter 2,Unincorporated Clallam County/span>,0500,2
119,11,Sales,"$67,912",13,2016 Quarter 1,Unincorporated Clallam County/span>,0500,2
120,21,Sales,"$186,550",3,2016 Quarter 1,Unincorporated Clallam County/span>,0500,2
121,22,Sales,"$13,497",4,2016 Quarter 1,Unincorporated Clallam County/span>,0500,2
122,23,Sales,"$17,533,336",467,2016 Quarter 1,Unincorporated Clallam County/span>,0500,2
123,31,Sales,"$117,359",58,2016 Quarter 1,Unincorporated Clallam County/span>,0500,2
124,32,Sales,"$414,465",58,2016 Quarter 1,Unincorporated Clallam County/span>,0500,2
125,33,Sales,"$426,605",63,2016 Quarter 1,Unincorporated Clallam County/span>,0500,2
126,42,Sales,"$3,414,995",528,2016 Quarter 1,Unincorporated Clallam County/span>,0500,2
127,44,Sales,"$28,216,785",504,2016 Quarter 1,Unincorporated Clallam County/span>,0500,2
128,45,Sales,"$14,293,301",650,2016 Quarter 1,Unincorporated Clallam County/span>,0500,2
129,48,Sales,"$231,081",20,2016 Quarter 1,Unincorporated Clallam County/span>,0500,2
130,49,Sales,D,D,2016 Quarter 1,Unincorporated Clallam County/span>,0500,2
131,51,Sales,"$6,134,900",172,2016 Quarter 1,Unincorporated Clallam County/span>,0500,2
132,52,Sales,"$182,728",30,2016 Quarter 1,Unincorporated Clallam County/span>,0500,2
133,53,Sales,"$730,213",84,2016 Quarter 1,Unincorporated Clallam County/span>,0500,2
134,54,Sales,"$849,462",142,2016 Quarter 1,Unincorporated Clallam County/span>,0500,2
135,55,Sales,D,D,2016 Quarter 1,Unincorporated Clallam County/span>,0500,2
136,56,Sales,"$1,528,904",144,2016 Quarter 1,Unincorporated Clallam County/span>,0500,2
137,61,Sales,"$89,380",34,2016 Quarter 1,Unincorporated Clallam County/span>,0500,2
138,62,Sales,"$7,665",11,2016 Quarter 1,Unincorporated Clallam County/span>,0500,2
139,71,Sales,"$251,852",16,2016 Quarter 1,Unincorporated Clallam County/span>,0500,2
140,72,Sales,"$2,669,825",83,2016 Quarter 1,Unincorporated Clallam County/span>,0500,2
141,81,Sales,"$3,415,553",141,2016 Quarter 1,Unincorporated Clallam County/span>,0500,2
142,92,Sales,"$121,302",4,2016 Quarter 1,Unincorporated Clallam County/span>,0500,2
143,11,Sales,"$876,464",34,2016 Annual ,Unincorporated Clallam County/span>,0500,2
144,21,Sales,"$648,013",6,2016 Annual ,Unincorporated Clallam County/span>,0500,2
145,22,Sales,"$67,967",5,2016 Annual ,Unincorporated Clallam County/span>,0500,2
146,23,Sales,"$91,491,024",734,2016 Annual ,Unincorporated Clallam County/span>,0500,2
147,31,Sales,"$628,692",136,2016 Annual ,Unincorporated Clallam County/span>,0500,2
148,32,Sales,"$1,813,264",122,2016 Annual ,Unincorporated Clallam County/span>,0500,2
149,33,Sales,"$3,788,811",190,2016 Annual ,Unincorporated Clallam County/span>,0500,2
150,42,Sales,"$14,461,997",982,2016 Annual ,Unincorporated Clallam County/span>,0500,2
151,44,Sales,"$130,509,070",947,2016 Annual ,Unincorporated Clallam County/span>,0500,2
152,45,Sales,"$66,627,662","1,309",2016 Annual ,Unincorporated Clallam County/span>,0500,2
153,48,Sales,"$1,153,595",36,2016 Annual ,Unincorporated Clallam County/span>,0500,2
154,49,Sales,"$42,378",3,2016 Annual ,Unincorporated Clallam County/span>,0500,2
155,51,Sales,"$22,910,924",252,2016 Annual ,Unincorporated Clallam County/span>,0500,2
156,52,Sales,"$834,414",51,2016 Annual ,Unincorporated Clallam County/span>,0500,2
157,53,Sales,"$3,817,011",149,2016 Annual ,Unincorporated Clallam County/span>,0500,2
158,54,Sales,"$3,719,126",296,2016 Annual ,Unincorporated Clallam County/span>,0500,2
159,55,Sales,D,D,2016 Annual ,Unincorporated Clallam County/span>,0500,2
160,56,Sales,"$10,731,569",258,2016 Annual ,Unincorporated Clallam County/span>,0500,2
161,61,Sales,"$316,751",67,2016 Annual ,Unincorporated Clallam County/span>,0500,2
162,62,Sales,"$40,257",20,2016 Annual ,Unincorporated Clallam County/span>,0500,2
163,71,Sales,"$1,636,539",58,2016 Annual ,Unincorporated Clallam County/span>,0500,2
164,72,Sales,"$25,862,546",147,2016 Annual ,Unincorporated Clallam County/span>,0500,2
165,81,Sales,"$14,162,323",246,2016 Annual ,Unincorporated Clallam County/span>,0500,2
166,92,Sales,"$615,451",5,2016 Annual ,Unincorporated Clallam County/span>,0500,2
167,11,Sales,"$186,950",22,2015 Quarter 4,Unincorporated Clallam County/span>,0500,2
168,21,Sales,"$144,922",5,2015 Quarter 4,Unincorporated Clallam County/span>,0500,2
169,22,Sales,"$6,495",4,2015 Quarter 4,Unincorporated Clallam County/span>,0500,2
170,23,Sales,"$23,407,377",498,2015 Quarter 4,Unincorporated Clallam County/span>,0500,2
171,31,Sales,"$172,819",85,2015 Quarter 4,Unincorporated Clallam County/span>,0500,2
172,32,Sales,"$474,940",76,2015 Quarter 4,Unincorporated Clallam County/span>,0500,2
173,33,Sales,"$743,155",103,2015 Quarter 4,Unincorporated Clallam County/span>,0500,2
174,42,Sales,"$3,318,557",582,2015 Quarter 4,Unincorporated Clallam County/span>,0500,2
175,44,Sales,"$30,239,360",564,2015 Quarter 4,Unincorporated Clallam County/span>,0500,2
176,45,Sales,"$18,282,541",889,2015 Quarter 4,Unincorporated Clallam County/span>,0500,2
177,48,Sales,"$272,988",21,2015 Quarter 4,Unincorporated Clallam County/span>,0500,2
178,49,Sales,"$12,060",3,2015 Quarter 4,Unincorporated Clallam County/span>,0500,2
179,51,Sales,"$6,120,035",189,2015 Quarter 4,Unincorporated Clallam County/span>,0500,2
180,52,Sales,"$130,534",34,2015 Quarter 4,Unincorporated Clallam County/span>,0500,2
181,53,Sales,"$1,728,327",95,2015 Quarter 4,Unincorporated Clallam County/span>,0500,2
